hidden_dim,num_layers,lr,batch_size,train_loss,train_accuracy,train_f_score,test_loss,test_accuracy,test_f_score,mae
128,1,0.01,32,1.162921990254032,0.47619047619047616,0.5299145299145299,1.379518246296609,0.4344440984117097,0.11688311688311687,3.864404996712689
128,1,0.01,64,1.1702523447239577,0.47619047619047616,0.45727112393779057,1.386663538394588,0.43382123948925566,0.11688311688311687,3.8644049967126888
128,2,0.0001,16,1.0190916030264612,0.6666666666666666,0.6541950113378685,1.4520394194244157,0.3631267517907194,0.11688311688311687,4.426706114398422
128,2,0.0001,32,0.9368998217048929,0.6666666666666666,0.6541950113378685,1.4322007906318892,0.3833696667704765,0.11688311688311687,4.2210322156475995
128,2,0.0001,64,1.0031143075494624,0.7142857142857143,0.6541950113378685,1.4361441572113793,0.36779819370912487,0.11688311688311687,4.362550953320183
128,2,0.001,16,0.8421612413071874,0.47619047619047616,0.5299145299145299,1.4357041917224922,0.4008097165991903,0.11688311688311687,4.002149901380671
128,2,0.001,32,1.2925417037745612,0.5238095238095238,0.5299145299145299,1.4249504196761857,0.38461538461538464,0.11688311688311687,4.181406969099276
128,2,0.001,64,1.2927241111869243,0.5238095238095238,0.5299145299145299,1.4231501965239497,0.3905325443786982,0.11688311688311687,4.138007889546351
128,2,0.01,16,0.9666463130742163,0.47619047619047616,0.45727112393779057,1.4140077469372514,0.41077545935845533,0.11688311688311687,3.924786324786325
128,2,0.01,32,0.8903996018479713,0.47619047619047616,0.5299145299145299,1.4325520402134055,0.39302398006851447,0.11688311688311687,4.062531229454306
128,2,0.01,64,0.8214082367977693,0.47619047619047616,0.5041269841269841,1.420561723189779,0.4026782933665525,0.11688311688311687,4.030453648915188
128,3,0.0001,16,0.9781063932981064,0.6666666666666666,0.6541950113378685,1.4883519582229086,0.3808782310806602,0.11688311688311687,4.273865877712031
128,3,0.0001,32,0.9934109880853055,0.6666666666666666,0.6541950113378685,1.4777654946440517,0.37807536592961694,0.11688311688311687,4.294621959237343
128,3,0.0001,64,0.9889397991830436,0.6666666666666666,0.6541950113378685,1.4436619665363046,0.38461538461538464,0.11688311688311687,4.196502301117686
128,3,0.001,16,0.8478440189391226,0.47619047619047616,0.5299145299145299,1.5187440845045712,0.39302398006851447,0.11688311688311687,4.079513477975016
128,3,0.001,32,0.7806963986202852,0.5714285714285714,0.594871794871795,1.516070030703403,0.4092183120523202,0.11688311688311687,3.9228994082840236
128,3,0.001,64,0.8476428934442464,0.47619047619047616,0.5299145299145299,1.5137764020721511,0.3902211149174712,0.11688311688311687,4.100269559500329
128,3,0.01,16,0.8844607447955146,0.47619047619047616,0.45727112393779057,1.3774075874007574,0.46527561507318593,0.0,3.6643918474687704
128,3,0.01,32,0.8705539227421604,0.47619047619047616,0.45727112393779057,1.5044359936572538,0.41077545935845533,0.0,4.090834976988823
128,3,0.01,64,0.8303778637107925,0.47619047619047616,0.5686813186813188,1.4625929889112417,0.39769542198692,0.11688311688311687,4.202163050624589
